case_id,institution,source_rows_json,decision_action,provisional_target_group,target_count,canonical_target_names_json,current_status,production_eligible,corrected_attributes_json,rationale,source_ids_json,resolved_date,status
rc-0065,Maastricht University,"[129,131,136]",merge_source_rows_to_single_target,um-arts-and-culture,1,"[""Arts and Culture""]",active,True,"{""languages"":[""ENG""],""modes"":[""VOLTIJD""],""location"":""Maastricht"",""legacy_aliases"":[""Cultuurwetenschappen"",""BA Cultuurwetenschappen""]}","The three rows share one legal programme identity, while current official information presents a single English full-time bachelor Arts and Culture. Merge the duplicate/legacy Dutch and alias rows into that current target.","[""src-um-arts""]",2026-09-12,resolved
rc-0066,Maastricht University,"[140,141]",merge_source_rows_to_single_target,um-european-law-school,1,"[""European Law School""]",active,True,"{""languages"":[""ENG""],""modes"":[""VOLTIJD""],""location"":""Maastricht"",""legacy_aliases"":[""European Law School (Regular Track)""]}",Current official information presents one English full-time European Law School. Merge the English row and the legacy Dutch Regular Track row into one current target; do not create a separate Dutch counselor comparison.,"[""src-um-els""]",2026-09-12,resolved
rc-0067,VU Amsterdam,"[96,97]",merge_language_rows_to_single_target,vu-cultural-anthropology,1,"[""Cultural Anthropology and Development Sociology""]",active,True,"{""study_load_ec"":180,""languages"":[""ENG"",""NLD""],""modes"":[""VOLTIJD""],""relationship"":""language tracks of one bachelor""}","The English and Dutch/bilingual registry rows represent one academic bachelor, so preserve both language routes under one counselor target.","[""src-vu-anthro""]",2026-09-12,resolved
rc-0068,Maastricht University,"[150,151,161]",split_into_distinct_targets,um-las-three-targets,3,"[""University College Maastricht"", ""University College Venlo"", ""Maastricht Science Programme""]",active,True,"{""shared_legal_programme_code"":""50393"",""reason_for_split"":""distinct current student-facing programmes with different locations and substantive profiles""}","These rows share the legal Liberal Arts and Sciences code but are not duplicates. Maastricht currently markets UCM, UCV and MSP as three distinct programmes with separate pages, admissions and substantive identities. Keep three counselor targets.","[""src-um-ucm"",""src-um-ucv"",""src-um-msp""]",2026-09-12,resolved
rc-0069,University of Amsterdam,"[447,448]",merge_joint_and_administrative_rows_to_single_target,uva-vu-scheikunde,1,"[""Scheikunde (joint degree UvA/VU)""]",active,True,"{""study_load_ec"":180,""programme_type"":""joint-degree"",""institutions"":[""University of Amsterdam"",""VU Amsterdam""],""free_programme_row_is_administrative"":true}",UvA and VU jointly offer one Scheikunde bachelor. The “vrije opleiding” registration row is administrative and should not generate a duplicate counselor target.,"[""src-uva-chem""]",2026-09-12,resolved
rc-0070,University of Amsterdam,"[432,433]",merge_joint_and_administrative_rows_to_single_target,uva-vu-natuur-sterrenkunde,1,"[""Natuur- en Sterrenkunde (joint degree UvA/VU)""]",active,True,"{""study_load_ec"":180,""programme_type"":""joint-degree"",""institutions"":[""University of Amsterdam"",""VU Amsterdam""],""free_programme_row_is_administrative"":true}",UvA and VU jointly offer one Natuur- en Sterrenkunde bachelor. The additional “vrije opleiding” registration row does not create another student-facing academic target.,"[""src-uva-joint-physics""]",2026-09-12,resolved
rc-0071,VU Amsterdam,"[102,103]",merge_delivery_rows_to_single_target,vu-philosophy,1,"[""Philosophy""]",active,True,"{""study_load_ec"":180,""languages"":[""ENG""],""modes"":[""VOLTIJD"",""DEELTIJD""]}",VU offers one Philosophy bachelor in full-time and part-time modes; delivery mode does not create a separate academic target.,"[""src-vu-philosophy""]",2026-09-12,resolved
rc-0072,Maastricht University,"[130,147]",merge_source_rows_to_single_target,um-gezondheidswetenschappen,1,"[""Gezondheidswetenschappen""]",active,True,"{""display_alias"":""Health Sciences"",""languages"":[""NLD""],""modes"":[""VOLTIJD""],""location"":""Maastricht"",""stale_source_attributes"":[""ENG"",""DEELTIJD""]}",Current official information presents Health Sciences/Gezondheidswetenschappen as Dutch-taught and full-time. Merge the older English/full-time/part-time row with the current Dutch row into one target and treat the obsolete language/mode values as provenance only.,"[""src-um-health""]",2026-09-12,resolved
rc-0073,Maastricht University,"[155,156]",merge_language_rows_to_single_target,um-psychology,1,"[""Psychology""]",active,True,"{""display_aliases"":[""Psychologie""],""languages"":[""NLD"",""ENG""],""modes"":[""VOLTIJD""],""location"":""Maastricht"",""language_versions_current"":true}","Maastricht currently presents Psychology as one bachelor with both Dutch and English versions, sharing one programme/curriculum identity. Merge the two registry rows into one counselor target while preserving both language variants.","[""src-um-psych"",""src-um-psych-admission""]",2026-09-12,resolved
rc-0074,VU Amsterdam,"[120,121]",split_into_distinct_targets,vu-political-science-two-tracks,2,"[""Politicologie: Nationale Politiek en Bestuur"",""Political Science: Global Politics""]",active,True,"{""study_load_ec"":180,""targets"":[{""language"":""NLD"",""focus"":""national politics and governance""},{""language"":""ENG"",""focus"":""global politics""}]}","Although both routes share the legal Political Science programme code, VU presents them as substantively distinct current tracks with different academic focus. Create two counselor targets.","[""src-vu-pol-nl"",""src-vu-pol-en""]",2026-09-12,resolved
rc-0075,University of Amsterdam,"[438,439]",merge_free_registration_with_regular_target,uva-pedagogische-wetenschappen,1,"[""Pedagogische Wetenschappen""]",active,True,"{""study_load_ec"":180,""languages"":[""NLD""],""modes"":[""VOLTIJD""],""free_programme_use"":""administrative UvA component of Universitaire Pabo double bachelor""}",The regular Pedagogische Wetenschappen bachelor is the academic target. UvA explicitly requires the “Vrije Opleiding” registration as the UvA component of the UPvA double bachelor; it is not a second standalone public programme.,"[""src-uva-ped"",""src-uva-upva""]",2026-09-12,resolved
rc-0076,University of Amsterdam,"[399,415]",split_into_distinct_targets,uva-communication-science-two-tracks,2,"[""Communicatiewetenschap"",""Global Communication Science""]",active,True,"{""study_load_ec"":180,""targets"":[{""name"":""Communicatiewetenschap"",""language"":""NLD"",""focus"":""domain-specific communication applications""},{""name"":""Global Communication Science"",""language"":""ENG"",""focus"":""international and cross-cultural communication""}]}","UvA says the two tracks share core theories but are substantively different in application and focus. Because counselor comparison depends on academic content, create two targets.","[""src-uva-commsci""]",2026-09-12,resolved
rc-0077,VU Amsterdam,"[92,93]",merge_language_rows_to_single_target,vu-communication-science,1,"[""Communication Science / Communicatiewetenschap""]",active,True,"{""study_load_ec"":180,""languages"":[""ENG"",""NLD""],""modes"":[""VOLTIJD""]}",VU presents English Communication Science and Dutch Communicatiewetenschap as language versions of the same bachelor rather than distinct academic programmes.,"[""src-vu-commsci""]",2026-09-12,resolved
rc-0078,University of Amsterdam,"[420,421]",merge_free_registration_with_regular_target,uva-informatiekunde,1,"[""Informatiekunde""]",active,True,"{""study_load_ec"":180,""languages"":[""NLD""],""modes"":[""VOLTIJD""],""free_programme_row_is_administrative"":true}",Current UvA presents one standalone bachelor under this academic identity. The separate “vrije opleiding” row is an administrative registration variant and should not create a duplicate counselor target.,"[""src-uva-informatiekunde"",""src-uva-upva""]",2026-09-12,resolved
rc-0079,VU Amsterdam,"[89,90]",merge_delivery_rows_to_single_target,vu-business-analytics,1,"[""Business Analytics""]",active,True,"{""study_load_ec"":180,""languages"":[""ENG""],""modes"":[""VOLTIJD"",""DEELTIJD""]}",Part-time Business Analytics students follow the same scheduled classes as full-time students and adjust annual ECTS with the adviser. Treat as one academic target.,"[""src-vu-business-analytics""]",2026-09-12,resolved
rc-0080,University of Amsterdam,"[418,419]",merge_free_registration_with_regular_target,uva-informatica,1,"[""Informatica""]",active,True,"{""study_load_ec"":180,""languages"":[""NLD""],""modes"":[""VOLTIJD""],""free_programme_row_is_administrative"":true}",Current UvA presents one standalone bachelor under this academic identity. The separate “vrije opleiding” row is an administrative registration variant and should not create a duplicate counselor target.,"[""src-uva-informatica"",""src-uva-upva""]",2026-09-12,resolved
rc-0081,University of Amsterdam,"[456,457]",merge_free_registration_with_regular_target,uva-wiskunde,1,"[""Wiskunde""]",active,True,"{""study_load_ec"":180,""languages"":[""NLD""],""modes"":[""VOLTIJD""],""free_programme_row_is_administrative"":true}",Current UvA presents one standalone bachelor under this academic identity. The separate “vrije opleiding” row is an administrative registration variant and should not create a duplicate counselor target.,"[""src-uva-wiskunde"",""src-uva-upva""]",2026-09-12,resolved
rc-0082,VU Amsterdam,"[112,113]",merge_delivery_rows_to_single_target,vu-mathematics,1,"[""Mathematics""]",active,True,"{""study_load_ec"":180,""languages"":[""ENG""],""modes"":[""VOLTIJD"",""DEELTIJD""]}","VU explicitly states that part-time Mathematics follows the same courses as full-time, at a slower pace. Merge into one target.","[""src-vu-mathematics""]",2026-09-12,resolved
rc-0083,Erasmus University Rotterdam,[2],exclude_current_counselor_target,,0,[],out-of-scope-current-identity,False,"{""current_route"":""Hogeschool Rotterdam Pabo bachelor + Erasmus University Rotterdam master"",""hbo_bachelor_code"":""34808"",""eur_master_code"":""60420""}","The current Academische Pabo is not an Erasmus WO bachelor. It is a Hogeschool Rotterdam teacher-education bachelor combined with an Erasmus master pathway. Keep the source row as provenance/alias evidence, but do not create a current counselor bachelor comparison target from it.","[""src-hr-acpa"",""src-eur-acpa""]",2026-09-12,resolved
